feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	558270	560297	+					tkt		LCC91_02620	2028		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	558270	560297	+	UBQ06025.1			transketolase	tkt		LCC91_02620	2028	675	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	560294	561022	+					gph		LCC91_02625	729		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	560294	561022	+	UBQ06026.1			phosphoglycolate phosphatase	gph		LCC91_02625	729	242	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	561069	562091	+					gap		LCC91_02630	1023		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	561069	562091	+	UBQ06027.1			type I glyceraldehyde-3-phosphate dehydrogenase	gap		LCC91_02630	1023	340	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	562117	563316	+							LCC91_02635	1200		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	562117	563316	+	UBQ06028.1			phosphoglycerate kinase			LCC91_02635	1200	399	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	563378	564445	+					fba		LCC91_02640	1068		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	563378	564445	+	UBQ06029.1			fructose-bisphosphate aldolase class II	fba		LCC91_02640	1068	355	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	564489	565202	+							LCC91_02645	714		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	564489	565202	+	UBQ06030.1			Crp/Fnr family transcriptional regulator			LCC91_02645	714	237	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	565285	566433	-					lapB		LCC91_02650	1149		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	565285	566433	-	UBQ06031.1			lipopolysaccharide assembly protein LapB	lapB		LCC91_02650	1149	382	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	566423	566707	-							LCC91_02655	285		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	566423	566707	-	UBQ06032.1			LapA family protein			LCC91_02655	285	94	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	566704	566997	-							LCC91_02660	294		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	566704	566997	-	UBQ06033.1			integration host factor subunit beta			LCC91_02660	294	97	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	567183	568862	-					rpsA		LCC91_02665	1680		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	567183	568862	-	UBQ06034.1			30S ribosomal protein S1	rpsA		LCC91_02665	1680	559	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	569019	571058	-							LCC91_02670	2040		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	569019	571058	-	UBQ06035.1			bifunctional 3-phosphoshikimate 1-carboxyvinyltransferase/cytidylate kinase			LCC91_02670	2040	679	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	571022	572053	-							LCC91_02675	1032		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	571022	572053	-	UBQ06036.1			prephenate dehydrogenase/arogenate dehydrogenase family protein			LCC91_02675	1032	343	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	572058	573194	-					pheA		LCC91_02680	1137		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	572058	573194	-	UBQ06037.1			prephenate dehydratase	pheA		LCC91_02680	1137	378	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	573231	574373	-					serC		LCC91_02685	1143		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	573231	574373	-	UBQ06038.1			3-phosphoserine/phosphohydroxythreonine transaminase	serC		LCC91_02685	1143	380	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	574378	577032	-					gyrA		LCC91_02690	2655		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	574378	577032	-	UBQ06039.1			DNA gyrase subunit A	gyrA		LCC91_02690	2655	884	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	577355	577999	+							LCC91_02695	645		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	577355	577999	+	UBQ06040.1			OmpA family protein			LCC91_02695	645	214	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	578122	578838	+					ubiG		LCC91_02700	717		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	578122	578838	+	UBQ06041.1			bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	ubiG		LCC91_02700	717	238	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	578835	579506	+					gph		LCC91_02705	672		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	578835	579506	+	UBQ06042.1			phosphoglycolate phosphatase	gph		LCC91_02705	672	223	
gene	tmRNA	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	579520	579894	+					ssrA		LCC91_02710	375		
tmRNA		GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	579520	579894	+				transfer-messenger RNA	ssrA		LCC91_02710	375		
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	580022	580342	-							LCC91_02715	321		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	580022	580342	-	UBQ06043.1			DNA-binding transcriptional regulator			LCC91_02715	321	106	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	580323	580709	-							LCC91_02720	387		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	580323	580709	-	UBQ06044.1			type II toxin-antitoxin system RelE/ParE family toxin			LCC91_02720	387	128	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	581033	581611	+							LCC91_02725	579		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	581033	581611	+	UBQ06045.1			TMEM165/GDT1 family protein			LCC91_02725	579	192	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	581639	582178	-							LCC91_02730	540		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	581639	582178	-	UBQ06046.1			DUF962 domain-containing protein			LCC91_02730	540	179	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	582404	583429	+							LCC91_02735	1026		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	582404	583429	+	UBQ06047.1			MBL fold metallo-hydrolase			LCC91_02735	1026	341	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	583478	584206	+							LCC91_02740	729		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	583478	584206	+	UBQ06048.1			ABC transporter permease			LCC91_02740	729	242	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	584209	584919	+							LCC91_02745	711		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	584209	584919	+	UBQ06780.1			ATP-binding cassette domain-containing protein			LCC91_02745	711	236	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	584949	585716	+							LCC91_02750	768		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	584949	585716	+	UBQ06781.1			substrate-binding domain-containing protein			LCC91_02750	768	255	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	585894	587012	-							LCC91_02755	1119		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	585894	587012	-	UBQ06049.1			GAF domain-containing protein			LCC91_02755	1119	372	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	587230	587706	+							LCC91_02760	477		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	587230	587706	+	UBQ06050.1			4Fe-4S dicluster domain-containing protein			LCC91_02760	477	158	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	587727	589574	+							LCC91_02765	1848		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	587727	589574	+	UBQ06051.1			aldehyde ferredoxin oxidoreductase family protein			LCC91_02765	1848	615	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	589641	590918	+							LCC91_02770	1278		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	589641	590918	+	UBQ06052.1			FAD-dependent oxidoreductase			LCC91_02770	1278	425	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	590932	591183	+							LCC91_02775	252		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	590932	591183	+	UBQ06053.1			sulfur carrier protein ThiS			LCC91_02775	252	83	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	591229	591528	+							LCC91_02780	300		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	591229	591528	+	UBQ06782.1			hypothetical protein			LCC91_02780	300	99	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	591603	592049	+							LCC91_02785	447		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	591603	592049	+	UBQ06054.1			OsmC family protein			LCC91_02785	447	148	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	592039	592950	-							LCC91_02790	912		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	592039	592950	-	UBQ06055.1			recombination-associated protein RdgC			LCC91_02790	912	303	
gene	tRNA	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	593061	593134	-							LCC91_02795	74		
tRNA		GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	593061	593134	-				tRNA-Gly			LCC91_02795	74		anticodon=CCC
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	593236	594708	-							LCC91_02800	1473		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	593236	594708	-	UBQ06783.1			NAD-dependent succinate-semialdehyde dehydrogenase			LCC91_02800	1473	490	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	594851	595810	-					speB		LCC91_02805	960		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	594851	595810	-	UBQ06056.1			agmatinase	speB		LCC91_02805	960	319	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	595815	596420	-							LCC91_02810	606		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	595815	596420	-	UBQ06057.1			GNAT family N-acetyltransferase			LCC91_02810	606	201	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	596542	597363	-							LCC91_02815	822		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	596542	597363	-	UBQ06058.1			ABC transporter permease			LCC91_02815	822	273	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	597378	598616	-							LCC91_02820	1239		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	597378	598616	-	UBQ06059.1			ABC transporter permease			LCC91_02820	1239	412	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	598613	599644	-							LCC91_02825	1032		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	598613	599644	-	UBQ06060.1			ABC transporter substrate-binding protein			LCC91_02825	1032	343	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	599688	600773	-							LCC91_02830	1086		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	599688	600773	-	UBQ06061.1			ABC transporter ATP-binding protein			LCC91_02830	1086	361	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	600984	602195	-							LCC91_02835	1212		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	600984	602195	-	UBQ06062.1			CoA transferase			LCC91_02835	1212	403	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	602355	603542	-							LCC91_02840	1188		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	602355	603542	-	UBQ06063.1			acyl-CoA dehydrogenase			LCC91_02840	1188	395	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	603700	604590	+							LCC91_02845	891		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	603700	604590	+	UBQ06064.1			LysR family transcriptional regulator			LCC91_02845	891	296	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	604775	604900	+							LCC91_02850	126		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	604775	604900	+	UBQ06065.1			CcdB family protein			LCC91_02850	126	41	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	605270	606580	-					gabT		LCC91_02855	1311		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	605270	606580	-	UBQ06066.1			4-aminobutyrate--2-oxoglutarate transaminase	gabT		LCC91_02855	1311	436	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	606731	608140	+							LCC91_02860	1410		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	606731	608140	+	UBQ06067.1			PLP-dependent aminotransferase family protein			LCC91_02860	1410	469	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	608157	609521	-							LCC91_02865	1365		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	608157	609521	-	UBQ06068.1			MBL fold metallo-hydrolase			LCC91_02865	1365	454	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	609694	610821	-					dnaJ		LCC91_02870	1128		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	609694	610821	-	UBQ06069.1			molecular chaperone DnaJ	dnaJ		LCC91_02870	1128	375	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	610920	612851	-					dnaK		LCC91_02875	1932		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	610920	612851	-	UBQ06070.1			molecular chaperone DnaK	dnaK		LCC91_02875	1932	643	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	612967	613506	-					grpE		LCC91_02880	540		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	612967	613506	-	UBQ06071.1			nucleotide exchange factor GrpE	grpE		LCC91_02880	540	179	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	613659	614516	+							LCC91_02885	858		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	613659	614516	+	UBQ06072.1			fumarylacetoacetate hydrolase family protein			LCC91_02885	858	285	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	614549	615052	-							LCC91_02890	504		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	614549	615052	-	UBQ06073.1			MarR family winged helix-turn-helix transcriptional regulator			LCC91_02890	504	167	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	615264	616037	+							LCC91_02895	774		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	615264	616037	+	UBQ06074.1			type 1 glutamine amidotransferase			LCC91_02895	774	257	
gene	pseudogene	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	616056	616193	-							LCC91_02900	138		pseudo
CDS	without_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	616056	616193	-				acyl-CoA thioesterase			LCC91_02900	138		pseudo
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	616284	617063	+							LCC91_02905	780		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	616284	617063	+	UBQ06075.1			enoyl-CoA hydratase/isomerase family protein			LCC91_02905	780	259	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	617124	617939	-							LCC91_02910	816		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	617124	617939	-	UBQ06076.1			IclR family transcriptional regulator			LCC91_02910	816	271	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	618115	619071	+							LCC91_02915	957		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	618115	619071	+	UBQ06077.1			MBL fold metallo-hydrolase			LCC91_02915	957	318	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	619119	619661	+							LCC91_02920	543		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	619119	619661	+	UBQ06784.1			VOC family protein			LCC91_02920	543	180	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	619759	621369	+							LCC91_02925	1611		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	619759	621369	+	UBQ06078.1			FAD-dependent oxidoreductase			LCC91_02925	1611	536	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	621411	621617	+							LCC91_02930	207		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	621411	621617	+	UBQ06079.1			DUF2783 domain-containing protein			LCC91_02930	207	68	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	621718	623052	+					fahA		LCC91_02935	1335		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	621718	623052	+	UBQ06080.1			fumarylacetoacetase	fahA		LCC91_02935	1335	444	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	623388	625730	-							LCC91_02940	2343		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	623388	625730	-	UBQ06785.1			PAS domain S-box protein			LCC91_02940	2343	780	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	625751	626878	-							LCC91_02945	1128		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	625751	626878	-	UBQ06081.1			ABC transporter substrate-binding protein			LCC91_02945	1128	375	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	626850	629132	-							LCC91_02950	2283		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	626850	629132	-	UBQ06082.1			EAL domain-containing protein			LCC91_02950	2283	760	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	629435	631720	-					rpoD		LCC91_02955	2286		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	629435	631720	-	UBQ06083.1			RNA polymerase sigma factor RpoD	rpoD		LCC91_02955	2286	761	
gene	pseudogene	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	632136	634125	-					dnaG		LCC91_02960	1990		pseudo
CDS	without_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	632136	634125	-				DNA primase	dnaG		LCC91_02960	1990		pseudo
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	634166	636961	-							LCC91_02965	2796		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	634166	636961	-	UBQ06084.1			EAL domain-containing protein			LCC91_02965	2796	931	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	636961	637431	-							LCC91_02970	471		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	636961	637431	-	UBQ06085.1			hypothetical protein			LCC91_02970	471	156	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	637525	639021	+							LCC91_02975	1497		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	637525	639021	+	UBQ06086.1			IS5 family transposase			LCC91_02975	1497	498	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	639043	639645	-							LCC91_02980	603		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	639043	639645	-	UBQ06087.1			hypothetical protein			LCC91_02980	603	200	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	639676	641241	-							LCC91_02985	1566		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	639676	641241	-	UBQ06088.1			GGDEF domain-containing protein			LCC91_02985	1566	521	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	641562	642320	-							LCC91_02990	759		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	641562	642320	-	UBQ06089.1			3-hydroxyacyl-CoA dehydrogenase			LCC91_02990	759	252	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	642392	644149	-							LCC91_02995	1758		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	642392	644149	-	UBQ06090.1			BCSC C-terminal domain-containing protein			LCC91_02995	1758	585	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	644554	645567	-							LCC91_03000	1014		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	644554	645567	-	UBQ06091.1			hypothetical protein			LCC91_03000	1014	337	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	645645	647975	-							LCC91_03005	2331		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	645645	647975	-	UBQ06092.1			cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB			LCC91_03005	2331	776	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	647978	649354	-							LCC91_03010	1377		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	647978	649354	-	UBQ06093.1			PilZ domain-containing protein			LCC91_03010	1377	458	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	649422	650477	-							LCC91_03015	1056		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	649422	650477	-	UBQ06094.1			IS5 family transposase			LCC91_03015	1056	351	
gene	pseudogene	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	650485	650670	-							LCC91_03020	186		pseudo
CDS	without_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	650485	650670	-				transposase			LCC91_03020	186		pseudo
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	650629	651009	+							LCC91_03025	381		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	650629	651009	+	UBQ06095.1			hypothetical protein			LCC91_03025	381	126	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	650998	651810	-							LCC91_03030	813		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	650998	651810	-	UBQ06096.1			glycosyltransferase			LCC91_03030	813	270	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	651907	652551	-							LCC91_03035	645		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	651907	652551	-	UBQ06097.1			hypothetical protein			LCC91_03035	645	214	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	652855	653934	-							LCC91_03040	1080		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	652855	653934	-	UBQ06098.1			Fe(3+) ABC transporter substrate-binding protein			LCC91_03040	1080	359	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	654124	655047	+							LCC91_03045	924		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	654124	655047	+	UBQ06786.1			patatin-like phospholipase family protein			LCC91_03045	924	307	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	655176	655751	-							LCC91_03050	576		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	655176	655751	-	UBQ06099.1			phasin family protein			LCC91_03050	576	191	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	656014	656988	+							LCC91_03055	975		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	656014	656988	+	UBQ06787.1			histone deacetylase			LCC91_03055	975	324	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	656985	657440	+							LCC91_03060	456		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	656985	657440	+	UBQ06100.1			acyl-CoA thioesterase			LCC91_03060	456	151	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	657437	658216	+							LCC91_03065	780		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	657437	658216	+	UBQ06101.1			nitroreductase			LCC91_03065	780	259	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	658234	658662	+							LCC91_03070	429		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	658234	658662	+	UBQ06102.1			hypothetical protein			LCC91_03070	429	142	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	658649	659974	+							LCC91_03075	1326		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	658649	659974	+	UBQ06103.1			AAA family ATPase			LCC91_03075	1326	441	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	659971	661386	+							LCC91_03080	1416		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	659971	661386	+	UBQ06104.1			hypothetical protein			LCC91_03080	1416	471	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	661699	662703	+							LCC91_03085	1005		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	661699	662703	+	UBQ06105.1			D-glycerate dehydrogenase			LCC91_03085	1005	334	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	662945	665221	+							LCC91_03090	2277		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	662945	665221	+	UBQ06106.1			DUF4040 domain-containing protein			LCC91_03090	2277	758	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	665218	665673	+							LCC91_03095	456		
CDS	with_protein	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	665218	665673	+	UBQ06107.1			Na(+)/H(+) antiporter subunit B			LCC91_03095	456	151	
gene	protein_coding	GCA_020162115.1	Primary Assembly	chromosome		CP083911.1	665670	666107	+							LCC91_03100	438		
