# Assembly name:  ASM21912v1
# Organism name:  Acetonema longum DSM 6540 (firmicutes)
# Infraspecific name:  strain=DSM 6540
# Taxid:          1009370
# BioSample:      SAMN02469409
# BioProject:     PRJNA66109
# Submitter:      California Institute of Technology
# Date:           2011-06-22
# Assembly type:  na
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AFGF01
# Assembly method: Newbler v. 1.1.03.24
# Genome coverage: 15x
# Sequencing technology: 454
# Relation to type material: assembly from type material
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000219125.2
# RefSeq assembly accession: GCF_000219125.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000219135.2	GCF_000219135.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig00078	unplaced-scaffold	na	na	AFGF01000078.1	=	NZ_AFGF01000078.1	Primary Assembly	37898	na
Contig00077	unplaced-scaffold	na	na	AFGF01000077.1	=	NZ_AFGF01000077.1	Primary Assembly	4772	na
Contig00076	unplaced-scaffold	na	na	AFGF01000076.1	=	NZ_AFGF01000076.1	Primary Assembly	42585	na
Contig00075	unplaced-scaffold	na	na	AFGF01000075.1	=	NZ_AFGF01000075.1	Primary Assembly	216	na
Contig00074	unplaced-scaffold	na	na	AFGF01000074.1	=	NZ_AFGF01000074.1	Primary Assembly	42539	na
Contig00073	unplaced-scaffold	na	na	AFGF01000073.1	=	NZ_AFGF01000073.1	Primary Assembly	10662	na
Contig00072	unplaced-scaffold	na	na	AFGF01000072.1	=	NZ_AFGF01000072.1	Primary Assembly	9826	na
Contig00071	unplaced-scaffold	na	na	AFGF01000071.1	=	NZ_AFGF01000071.1	Primary Assembly	16082	na
Contig00070	unplaced-scaffold	na	na	AFGF01000070.1	=	NZ_AFGF01000070.1	Primary Assembly	1230	na
Contig00069	unplaced-scaffold	na	na	AFGF01000069.1	=	NZ_AFGF01000069.1	Primary Assembly	3070	na
Contig00068	unplaced-scaffold	na	na	AFGF01000068.1	=	NZ_AFGF01000068.1	Primary Assembly	10038	na
Contig00067	unplaced-scaffold	na	na	AFGF01000067.1	=	NZ_AFGF01000067.1	Primary Assembly	715	na
Contig00066	unplaced-scaffold	na	na	AFGF01000066.1	=	NZ_AFGF01000066.1	Primary Assembly	47695	na
Contig00065	unplaced-scaffold	na	na	AFGF01000065.1	=	NZ_AFGF01000065.1	Primary Assembly	31813	na
Contig00064	unplaced-scaffold	na	na	AFGF01000064.1	=	NZ_AFGF01000064.1	Primary Assembly	779	na
Contig00063	unplaced-scaffold	na	na	AFGF01000063.1	=	NZ_AFGF01000063.1	Primary Assembly	1879	na
Contig00062	unplaced-scaffold	na	na	AFGF01000062.1	=	NZ_AFGF01000062.1	Primary Assembly	1363	na
Contig00061	unplaced-scaffold	na	na	AFGF01000061.1	=	NZ_AFGF01000061.1	Primary Assembly	1000	na
Contig00060	unplaced-scaffold	na	na	AFGF01000060.1	=	NZ_AFGF01000060.1	Primary Assembly	26813	na
Contig00059	unplaced-scaffold	na	na	AFGF01000059.1	=	NZ_AFGF01000059.1	Primary Assembly	279	na
Contig00058	unplaced-scaffold	na	na	AFGF01000058.1	=	NZ_AFGF01000058.1	Primary Assembly	563	na
Contig00057	unplaced-scaffold	na	na	AFGF01000057.1	=	NZ_AFGF01000057.1	Primary Assembly	5818	na
Contig00056	unplaced-scaffold	na	na	AFGF01000056.1	=	NZ_AFGF01000056.1	Primary Assembly	105611	na
Contig00055	unplaced-scaffold	na	na	AFGF01000055.1	=	NZ_AFGF01000055.1	Primary Assembly	7238	na
Contig00054	unplaced-scaffold	na	na	AFGF01000054.1	=	NZ_AFGF01000054.1	Primary Assembly	59655	na
Contig00053	unplaced-scaffold	na	na	AFGF01000053.1	=	NZ_AFGF01000053.1	Primary Assembly	88740	na
Contig00052	unplaced-scaffold	na	na	AFGF01000052.1	=	NZ_AFGF01000052.1	Primary Assembly	6791	na
Contig00051	unplaced-scaffold	na	na	AFGF01000051.1	=	NZ_AFGF01000051.1	Primary Assembly	15102	na
Contig00050	unplaced-scaffold	na	na	AFGF01000050.1	=	NZ_AFGF01000050.1	Primary Assembly	128928	na
Contig00049	unplaced-scaffold	na	na	AFGF01000049.1	=	NZ_AFGF01000049.1	Primary Assembly	127366	na
Contig00048	unplaced-scaffold	na	na	AFGF01000048.1	=	NZ_AFGF01000048.1	Primary Assembly	3756	na
Contig00047	unplaced-scaffold	na	na	AFGF01000047.1	=	NZ_AFGF01000047.1	Primary Assembly	1547	na
Contig00046	unplaced-scaffold	na	na	AFGF01000046.1	=	NZ_AFGF01000046.1	Primary Assembly	1281	na
Contig00045	unplaced-scaffold	na	na	AFGF01000045.1	=	NZ_AFGF01000045.1	Primary Assembly	957	na
Contig00044	unplaced-scaffold	na	na	AFGF01000044.1	=	NZ_AFGF01000044.1	Primary Assembly	976	na
Contig00043	unplaced-scaffold	na	na	AFGF01000043.1	=	NZ_AFGF01000043.1	Primary Assembly	1860	na
Contig00042	unplaced-scaffold	na	na	AFGF01000042.1	=	NZ_AFGF01000042.1	Primary Assembly	17922	na
Contig00041	unplaced-scaffold	na	na	AFGF01000041.1	=	NZ_AFGF01000041.1	Primary Assembly	18779	na
Contig00040	unplaced-scaffold	na	na	AFGF01000040.1	=	NZ_AFGF01000040.1	Primary Assembly	97835	na
Contig00039	unplaced-scaffold	na	na	AFGF01000039.1	=	NZ_AFGF01000039.1	Primary Assembly	12476	na
Contig00038	unplaced-scaffold	na	na	AFGF01000038.1	=	NZ_AFGF01000038.1	Primary Assembly	27754	na
Contig00037	unplaced-scaffold	na	na	AFGF01000037.1	=	NZ_AFGF01000037.1	Primary Assembly	19528	na
Contig00036	unplaced-scaffold	na	na	AFGF01000036.1	=	NZ_AFGF01000036.1	Primary Assembly	3319	na
Contig00035	unplaced-scaffold	na	na	AFGF01000035.1	=	NZ_AFGF01000035.1	Primary Assembly	10248	na
Contig00034	unplaced-scaffold	na	na	AFGF01000034.1	=	NZ_AFGF01000034.1	Primary Assembly	9137	na
Contig00033	unplaced-scaffold	na	na	AFGF01000033.1	=	NZ_AFGF01000033.1	Primary Assembly	7859	na
Contig00032	unplaced-scaffold	na	na	AFGF01000032.1	=	NZ_AFGF01000032.1	Primary Assembly	25186	na
Contig00031	unplaced-scaffold	na	na	AFGF01000031.1	=	NZ_AFGF01000031.1	Primary Assembly	241	na
Contig00030	unplaced-scaffold	na	na	AFGF01000030.1	=	NZ_AFGF01000030.1	Primary Assembly	27661	na
Contig00029	unplaced-scaffold	na	na	AFGF01000029.1	=	NZ_AFGF01000029.1	Primary Assembly	10415	na
Contig00028	unplaced-scaffold	na	na	AFGF01000028.1	=	NZ_AFGF01000028.1	Primary Assembly	2065	na
Contig00027	unplaced-scaffold	na	na	AFGF01000027.1	=	NZ_AFGF01000027.1	Primary Assembly	299	na
Contig00026	unplaced-scaffold	na	na	AFGF01000026.1	=	NZ_AFGF01000026.1	Primary Assembly	27907	na
Contig00025	unplaced-scaffold	na	na	AFGF01000025.1	=	NZ_AFGF01000025.1	Primary Assembly	39325	na
Contig00024	unplaced-scaffold	na	na	AFGF01000024.1	=	NZ_AFGF01000024.1	Primary Assembly	44577	na
Contig00023	unplaced-scaffold	na	na	AFGF01000023.1	=	NZ_AFGF01000023.1	Primary Assembly	1947	na
Contig00022	unplaced-scaffold	na	na	AFGF01000022.1	=	NZ_AFGF01000022.1	Primary Assembly	2457	na
Contig00021	unplaced-scaffold	na	na	AFGF01000021.1	=	NZ_AFGF01000021.1	Primary Assembly	1697	na
Contig00020	unplaced-scaffold	na	na	AFGF01000020.1	=	NZ_AFGF01000020.1	Primary Assembly	4994	na
Contig00019	unplaced-scaffold	na	na	AFGF01000019.1	=	NZ_AFGF01000019.1	Primary Assembly	53616	na
Contig00018	unplaced-scaffold	na	na	AFGF01000018.1	=	NZ_AFGF01000018.1	Primary Assembly	5286	na
Contig00017	unplaced-scaffold	na	na	AFGF01000017.1	=	NZ_AFGF01000017.1	Primary Assembly	223575	na
Contig00016	unplaced-scaffold	na	na	AFGF01000016.1	=	NZ_AFGF01000016.1	Primary Assembly	72004	na
Contig00015	unplaced-scaffold	na	na	AFGF01000015.1	=	NZ_AFGF01000015.1	Primary Assembly	72761	na
Contig00014	unplaced-scaffold	na	na	AFGF01000014.1	=	NZ_AFGF01000014.1	Primary Assembly	22600	na
Contig00013	unplaced-scaffold	na	na	AFGF01000013.1	=	NZ_AFGF01000013.1	Primary Assembly	38224	na
Contig00012	unplaced-scaffold	na	na	AFGF01000012.1	=	NZ_AFGF01000012.1	Primary Assembly	61407	na
Contig00011	unplaced-scaffold	na	na	AFGF01000011.1	=	NZ_AFGF01000011.1	Primary Assembly	654	na
Contig00010	unplaced-scaffold	na	na	AFGF01000010.1	=	NZ_AFGF01000010.1	Primary Assembly	21176	na
Contig00009	unplaced-scaffold	na	na	AFGF01000009.1	=	NZ_AFGF01000009.1	Primary Assembly	489	na
Contig00008	unplaced-scaffold	na	na	AFGF01000008.1	=	NZ_AFGF01000008.1	Primary Assembly	2321	na
Contig00007	unplaced-scaffold	na	na	AFGF01000007.1	=	NZ_AFGF01000007.1	Primary Assembly	67247	na
Contig00006	unplaced-scaffold	na	na	AFGF01000006.1	=	NZ_AFGF01000006.1	Primary Assembly	31507	na
Contig00005	unplaced-scaffold	na	na	AFGF01000005.1	=	NZ_AFGF01000005.1	Primary Assembly	54626	na
Contig00004	unplaced-scaffold	na	na	AFGF01000004.1	=	NZ_AFGF01000004.1	Primary Assembly	1891	na
Contig00003	unplaced-scaffold	na	na	AFGF01000003.1	=	NZ_AFGF01000003.1	Primary Assembly	341	na
Contig00002	unplaced-scaffold	na	na	AFGF01000002.1	=	NZ_AFGF01000002.1	Primary Assembly	635	na
Contig00001	unplaced-scaffold	na	na	AFGF01000001.1	=	NZ_AFGF01000001.1	Primary Assembly	2193	na
